-----------------------------------------------------------------------------------------------------

OPTICAL/UV/NIR DATA
      Time        Exposure(s)  Mag        Magerr        Filter   Telescope
    -60.2879982     -0.0513000      0.1195000      0.0710000      0.1056000     -0.0779000      0.1020000      0.0556000      0.1052000     -0.0026000      0.2166000     BAT
    -60.2239990     -0.0630000      0.1090000     -0.0683000      0.1003000     -0.0089000      0.0975000     -0.1345000      0.0925000     -0.2748000      0.2000000     BAT
    -60.1599998     -0.0742000      0.1034000     -0.1482000      0.1056000     -0.0896000      0.1037000     -0.1326000      0.0939000     -0.4446000      0.2035000     BAT
    -60.0960007     -0.0305000      0.0953000     -0.0365000      0.1087000     -0.0593000      0.0969000     -0.0822000      0.1010000     -0.2085000      0.2012000     BAT
    -60.0320015     -0.1051000      0.1081000     -0.0093000      0.1026000      0.1984000      0.1002000     -0.0786000      0.0846000      0.0054000      0.1985000     BAT
    -59.9679985     -0.1564000      0.1027000      0.2067000      0.1113000      0.0978000      0.0911000     -0.0713000      0.0912000      0.0768000      0.1989000     BAT
    -59.9039993     -0.0260000      0.1126000      0.0934000      0.1057000     -0.0559000      0.1077000     -0.0359000      0.0972000     -0.0243000      0.2118000     BAT
    -59.8400002     -0.1208000      0.1113000     -0.1222000      0.1134000      0.0332000      0.0975000     -0.0599000      0.0862000     -0.2697000      0.2054000     BAT
    -59.7760010      0.0354000      0.1084000     -0.0887000      0.1052000      0.0379000      0.0980000      0.2331000      0.0960000      0.2176000      0.2040000     BAT
    -59.7120018     -0.1889000      0.1021000      0.1158000      0.1045000      0.0888000      0.0931000     -0.0253000      0.0881000     -0.0096000      0.1944000     BAT
    -59.6479988     -0.0945000      0.1019000      0.1224000      0.1174000     -0.1004000      0.1073000      0.0008000      0.0851000     -0.0717000      0.2072000     BAT
    -59.5839996      0.0217000      0.1157000      0.0925000      0.1098000      0.0640000      0.0964000     -0.1636000      0.0817000      0.0146000      0.2035000     BAT
    -59.5200005      0.0709000      0.1028000     -0.0179000      0.1069000     -0.2565000      0.1050000      0.0583000      0.0970000     -0.1452000      0.2060000     BAT
    -59.4560013      0.0910000      0.1051000     -0.1757000      0.1073000     -0.0079000      0.0980000      0.1325000      0.1038000      0.0400000      0.2072000     BAT
    -59.3919983     -0.0092000      0.0986000     -0.0386000      0.1120000     -0.0208000      0.1049000     -0.0226000      0.1005000     -0.0912000      0.2083000     BAT
    -59.3279991      0.0979000      0.1041000     -0.1545000      0.1049000     -0.0047000      0.0977000     -0.0418000      0.0850000     -0.1031000      0.1965000     BAT
    -59.2639999      0.1709000      0.1154000      0.0945000      0.1092000     -0.0639000      0.0997000     -0.0836000      0.0799000      0.1179000      0.2038000     BAT
    -59.2000008     -0.1677000      0.1157000     -0.1052000      0.1096000     -0.0946000      0.0989000     -0.1233000      0.0982000     -0.4908000      0.2117000     BAT
    -59.1360016      0.0982000      0.1134000     -0.1220000      0.1095000     -0.0257000      0.0955000     -0.0267000      0.0874000     -0.0763000      0.2040000     BAT
    -59.0719986     -0.0501000      0.1020000     -0.0817000      0.1073000     -0.0600000      0.0893000      0.0678000      0.1052000     -0.1239000      0.2024000     BAT
    -59.0079994      0.2594000      0.1163000     -0.0041000      0.1030000     -0.0264000      0.1061000     -0.1443000      0.0799000      0.0847000      0.2044000     BAT
    -58.9440002      0.0627000      0.1053000      0.0188000      0.1062000      0.0462000      0.1003000      0.0301000      0.0798000      0.1578000      0.1969000     BAT
    -58.8800011      0.0758000      0.1092000     -0.0486000      0.1129000      0.0599000      0.1047000      0.0945000      0.1007000      0.1815000      0.2140000     BAT
    -58.8160019      0.0508000      0.1019000     -0.1463000      0.1098000      0.0844000      0.0963000     -0.0319000      0.0953000     -0.0430000      0.2020000     BAT
    -58.7519989      0.1083000      0.1157000      0.0369000      0.1062000      0.0041000      0.0963000      0.0420000      0.0979000      0.1913000      0.2087000     BAT
    -58.6879997      0.1152000      0.1055000     -0.0512000      0.1016000      0.0748000      0.1027000     -0.0580000      0.0865000      0.0808000      0.1987000     BAT
    -58.6240005     -0.0778000      0.1093000     -0.0839000      0.1150000      0.0346000      0.0981000     -0.1238000      0.0938000     -0.2509000      0.2088000     BAT
    -58.5600014      0.0211000      0.1045000     -0.0052000      0.1065000      0.0966000      0.1060000     -0.1211000      0.0969000     -0.0085000      0.2071000     BAT
    -58.4959984     -0.0498000      0.1123000     -0.0069000      0.1139000     -0.0616000      0.1065000     -0.1208000      0.0910000     -0.2392000      0.2127000     BAT
    -58.4319992     -0.1294000      0.0983000      0.0374000      0.1071000      0.0047000      0.0971000     -0.0998000      0.0978000     -0.1871000      0.2003000     BAT
    -58.3680000     -0.0289000      0.1087000      0.1241000      0.1078000     -0.1420000      0.1113000     -0.0881000      0.1107000     -0.1349000      0.2193000     BAT
    -58.3040009     -0.1088000      0.1001000      0.0856000      0.1170000      0.0601000      0.0984000     -0.0065000      0.0870000      0.0305000      0.2024000     BAT
    -58.2400017      0.0410000      0.1064000      0.0742000      0.0929000      0.0117000      0.1034000     -0.0297000      0.0910000      0.0972000      0.1973000     BAT
    -58.1759987      0.1945000      0.1072000     -0.0879000      0.1142000      0.1018000      0.0988000     -0.0079000      0.0952000      0.2005000      0.2082000     BAT
    -58.1119995      0.0068000      0.1108000     -0.0188000      0.1178000      0.0848000      0.1049000     -0.1178000      0.0900000     -0.0451000      0.2127000     BAT
    -58.0480003      0.0762000      0.1169000     -0.2835000      0.1057000     -0.0157000      0.1026000      0.1318000      0.1007000     -0.0912000      0.2133000     BAT
    -57.9840012     -0.0092000      0.0987000     -0.0074000      0.1147000     -0.0717000      0.0930000      0.0612000      0.0929000     -0.0271000      0.2005000     BAT
    -57.9199982     -0.1438000      0.1098000      0.1054000      0.1100000      0.0556000      0.1063000     -0.0571000      0.0995000     -0.0400000      0.2130000     BAT
    -57.8559990      0.0165000      0.0957000      0.0376000      0.1062000     -0.0824000      0.1071000      0.1006000      0.0942000      0.0722000      0.2019000     BAT
    -57.7919998     -0.1179000      0.1062000      0.2138000      0.1051000     -0.0729000      0.1034000      0.0740000      0.0955000      0.0970000      0.2053000     BAT
    -57.7280006     -0.0156000      0.1068000      0.1257000      0.1123000      0.1461000      0.1063000      0.0589000      0.0866000      0.3151000      0.2070000     BAT
    -57.6640015     -0.0532000      0.1093000      0.1318000      0.1026000     -0.0457000      0.1043000     -0.1670000      0.1005000     -0.1341000      0.2084000     BAT
    -57.5999985     -0.0073000      0.0964000      0.1793000      0.1068000     -0.1056000      0.1101000     -0.1377000      0.0873000     -0.0713000      0.2011000     BAT
    -57.5359993      0.0174000      0.0989000      0.0857000      0.1100000      0.0062000      0.0847000      0.1044000      0.1012000      0.2137000      0.1983000     BAT
    -57.4720001     -0.0006000      0.1079000      0.1609000      0.1122000      0.0989000      0.1027000     -0.0352000      0.0981000      0.2239000      0.2107000     BAT
    -57.4080009     -0.0463000      0.1138000      0.1359000      0.1105000     -0.0331000      0.1036000      0.1622000      0.0983000      0.2187000      0.2135000     BAT
    -57.3440018      0.0125000      0.1051000      0.1945000      0.1109000      0.0987000      0.0967000     -0.1314000      0.0909000      0.1743000      0.2024000     BAT
    -57.2799988     -0.0397000      0.1095000     -0.0307000      0.1096000     -0.0789000      0.1103000      0.0751000      0.0900000     -0.0742000      0.2104000     BAT
    -57.2159996     -0.0473000      0.1012000     -0.0454000      0.1057000     -0.0816000      0.0991000      0.0357000      0.0932000     -0.1386000      0.1998000     BAT
    -57.1520004      0.0725000      0.1133000     -0.1912000      0.1064000      0.1350000      0.0961000      0.0054000      0.0870000      0.0217000      0.2024000     BAT
    -57.0880013      0.0181000      0.1065000      0.0674000      0.1043000      0.1247000      0.0958000      0.1024000      0.0903000      0.3126000      0.1989000     BAT
    -57.0239983     -0.2329000      0.1023000      0.1133000      0.1075000     -0.0508000      0.1042000      0.0372000      0.0812000     -0.1332000      0.1987000     BAT
    -56.9599991      0.2541000      0.1185000      0.1022000      0.1160000     -0.0869000      0.1030000     -0.1541000      0.0908000      0.1153000      0.2153000     BAT
    -56.8959999      0.0391000      0.1080000     -0.1299000      0.1173000     -0.0371000      0.1018000     -0.0500000      0.0911000     -0.1779000      0.2100000     BAT
    -56.8320007      0.2396000      0.1135000      0.2057000      0.1111000     -0.0116000      0.1031000     -0.0114000      0.0981000      0.4223000      0.2133000     BAT
    -56.7680016      0.0577000      0.1041000      0.0981000      0.1219000      0.0630000      0.0994000      0.1232000      0.0957000      0.3420000      0.2115000     BAT
    -56.7039986      0.1160000      0.1059000     -0.0099000      0.1145000     -0.0735000      0.0920000     -0.0143000      0.0929000      0.0182000      0.2036000     BAT
    -56.6399994     -0.0925000      0.1006000     -0.0667000      0.1023000     -0.1432000      0.0973000      0.0234000      0.0882000     -0.2789000      0.1945000     BAT
    -56.5760002      0.0792000      0.1038000     -0.0658000      0.1158000      0.0394000      0.1042000     -0.0682000      0.0984000     -0.0154000      0.2115000     BAT
    -56.5120010     -0.0317000      0.1046000     -0.0513000      0.1083000     -0.1044000      0.1108000     -0.1024000      0.0891000     -0.2898000      0.2071000     BAT
    -56.4480019      0.1154000      0.0989000     -0.0631000      0.1070000      0.0258000      0.1114000     -0.0344000      0.0893000      0.0436000      0.2040000     BAT
    -56.3839989     -0.0640000      0.1137000     -0.0907000      0.1072000      0.0247000      0.0855000     -0.0068000      0.0978000     -0.1369000      0.2032000     BAT
    -56.3199997     -0.0546000      0.1183000      0.2407000      0.0954000      0.1197000      0.0947000      0.1395000      0.0831000      0.4453000      0.1974000     BAT
    -56.2560005      0.0413000      0.1010000      0.1075000      0.1055000      0.1034000      0.0957000     -0.0156000      0.0826000      0.2366000      0.1932000     BAT
    -56.1920013     -0.0350000      0.1041000     -0.0073000      0.1150000     -0.1720000      0.1046000     -0.0966000      0.0997000     -0.3109000      0.2120000     BAT
    -56.1279984      0.0452000      0.1068000     -0.2158000      0.1120000     -0.1486000      0.0930000     -0.0287000      0.1010000     -0.3480000      0.2069000     BAT
    -56.0639992      0.0546000      0.1126000      0.0851000      0.1110000      0.0539000      0.1015000     -0.1764000      0.0898000      0.0171000      0.2082000     BAT
    -56.0000000      0.0935000      0.0985000     -0.1837000      0.1034000     -0.0523000      0.0963000     -0.0610000      0.0976000     -0.2035000      0.1979000     BAT
    -55.9360008      0.0276000      0.1018000      0.0692000      0.1117000      0.0036000      0.0974000     -0.0812000      0.0932000      0.0193000      0.2026000     BAT
    -55.8720016     -0.0283000      0.1006000      0.0406000      0.1001000     -0.0890000      0.0984000      0.0272000      0.0901000     -0.0495000      0.1948000     BAT
    -55.8079987      0.0930000      0.1082000     -0.0227000      0.1101000      0.2042000      0.1114000      0.0013000      0.0924000      0.2757000      0.2116000     BAT
    -55.7439995     -0.0008000      0.1142000     -0.1446000      0.1023000     -0.0760000      0.1001000     -0.0050000      0.0956000     -0.2265000      0.2065000     BAT
    -55.6800003     -0.1927000      0.1094000     -0.2279000      0.1152000     -0.0049000      0.0979000      0.0006000      0.0992000     -0.4249000      0.2114000     BAT
